Route,FROM,TO,PASSENGERS,FREIGHT,MAIL,DAYS
AGARTALA-AHMEDABAD,AGARTALA,AHMEDABAD,3038.0,52.357,0.0,365
AGARTALA-AIZAWL,AGARTALA,AIZAWL,5780.0,0.087,0.0,365
AGARTALA-BENGALURU,AGARTALA,BENGALURU,44195.0,367.947,0.0,365
AGARTALA-BHUBANESWAR,AGARTALA,BHUBANESWAR,18.0,0.0,0.0,61
AGARTALA-CHENNAI,AGARTALA,CHENNAI,12767.0,0.0,0.0,304
AGARTALA-DELHI,AGARTALA,DELHI,62460.0,41.406,1.431,365
AGARTALA-DIBRUGARH,AGARTALA,DIBRUGARH,12436.0,0.0,0.0,365
AGARTALA-GUWAHATI,AGARTALA,GUWAHATI,73104.0,48.452,73.184,365
AGARTALA-IMPHAL,AGARTALA,IMPHAL,13500.0,15.677,0.0,365
AGARTALA-JORHAT,AGARTALA,JORHAT,0.0,0.0,0.0,31
AGARTALA-KOLKATA,AGARTALA,KOLKATA,409462.0,382.3286,18.459,365
AGARTALA-LUCKNOW,AGARTALA,LUCKNOW,0.0,0.0,0.0,59
AGARTALA-MUMBAI,AGARTALA,MUMBAI,0.0,0.0,0.0,90
AGARTALA-SHILLONG,AGARTALA,SHILLONG,8244.0,0.0,0.0,365
AGARTALA-VISAKHAPATNAM,AGARTALA,VISAKHAPATNAM,386.0,0.0,0.0,61
AGATTI ISLAND-BENGALURU,AGATTI ISLAND,BENGALURU,279.0,0.0,0.0,365
AGATTI ISLAND-KOCHI,AGATTI ISLAND,KOCHI,17616.0,8.290000000000001,0.299792,365
AGATTI ISLAND-MYSORE,AGATTI ISLAND,MYSORE,202.0,0.0,0.0,304
AGRA-AHMEDABAD,AGRA,AHMEDABAD,5164.0,0.092,0.0,214
AGRA-BENGALURU,AGRA,BENGALURU,28588.0,1.73,0.0,365
AGRA-BHOPAL,AGRA,BHOPAL,2601.0,0.0,0.0,365
AGRA-LUCKNOW,AGRA,LUCKNOW,5545.0,0.004,0.0,365
AGRA-MUMBAI,AGRA,MUMBAI,15067.0,1.02,0.0,307
AHMEDABAD-AGARTALA,AHMEDABAD,AGARTALA,4098.0,1.299,0.0,365
AHMEDABAD-AGRA,AHMEDABAD,AGRA,5052.0,0.301,0.0,214
AHMEDABAD-AJMER,AHMEDABAD,AJMER,225.0,0.0,0.0,31
AHMEDABAD-AMRITSAR,AHMEDABAD,AMRITSAR,13033.0,11.426449999999999,0.008,306
AHMEDABAD-BAGDOGRA,AHMEDABAD,BAGDOGRA,36490.0,118.91703,0.0,365
AHMEDABAD-BELGAUM,AHMEDABAD,BELGAUM,9359.0,0.0,0.0,365
AHMEDABAD-BENGALURU,AHMEDABAD,BENGALURU,405751.0,3822.5568000000003,17.486,365
AHMEDABAD-BHOPAL,AHMEDABAD,BHOPAL,20514.0,5.102,0.0,365
AHMEDABAD-BHUBANESWAR,AHMEDABAD,BHUBANESWAR,16866.0,76.33500000000001,0.214,245
AHMEDABAD-BHUJ,AHMEDABAD,BHUJ,4650.0,0.0,0.0,214
AHMEDABAD-CHANDIGARH,AHMEDABAD,CHANDIGARH,97763.0,288.78921,1.09,365
AHMEDABAD-CHENNAI,AHMEDABAD,CHENNAI,139900.0,1544.517,14.769,365
AHMEDABAD-COIMBATORE,AHMEDABAD,COIMBATORE,10050.0,187.555,0.0,365
AHMEDABAD-DABOLIM,AHMEDABAD,DABOLIM,199775.0,339.15491,2.608,365
AHMEDABAD-DEHRA DUN,AHMEDABAD,DEHRA DUN,52920.0,38.93623,0.431,365
AHMEDABAD-DELHI,AHMEDABAD,DELHI,931513.0,14560.95751,128.503,365
AHMEDABAD-DURGAPUR,AHMEDABAD,DURGAPUR,1441.0,0.008,0.0,306
AHMEDABAD-GUWAHATI,AHMEDABAD,GUWAHATI,5082.0,18.877,0.0,245
AHMEDABAD-GWALIOR,AHMEDABAD,GWALIOR,9977.0,36.172740000000005,0.0,243
AHMEDABAD-HYDERABAD,AHMEDABAD,HYDERABAD,185573.0,1359.2350000000001,14.843,365
AHMEDABAD-INDORE,AHMEDABAD,INDORE,25437.0,5.189,0.016,365
AHMEDABAD-JAIPUR,AHMEDABAD,JAIPUR,86626.0,116.40711,0.0,365
AHMEDABAD-JAISALMER,AHMEDABAD,JAISALMER,2627.0,0.0,0.0,182
AHMEDABAD-JALGAON,AHMEDABAD,JALGAON,376.0,0.0,0.0,59
AHMEDABAD-JAMMU,AHMEDABAD,JAMMU,4510.0,4.275,0.0,92
AHMEDABAD-JODHPUR,AHMEDABAD,JODHPUR,12373.0,0.558,0.0,245
AHMEDABAD-KANDLA,AHMEDABAD,KANDLA,162.0,0.0,0.0,31
AHMEDABAD-KOCHI,AHMEDABAD,KOCHI,32341.0,186.951,2.958,304
AHMEDABAD-KOLHAPUR,AHMEDABAD,KOLHAPUR,5298.0,0.011,0.0,214
AHMEDABAD-KOLKATA,AHMEDABAD,KOLKATA,199558.0,2228.06736,23.503999999999998,365
AHMEDABAD-LUCKNOW,AHMEDABAD,LUCKNOW,102348.0,471.07914,29.377,365
AHMEDABAD-MUMBAI,AHMEDABAD,MUMBAI,745622.0,9359.79987,54.821,365
AHMEDABAD-NAGPUR,AHMEDABAD,NAGPUR,34572.0,12.24,0.0,365
AHMEDABAD-NASIK,AHMEDABAD,NASIK,8817.0,1.74,0.0,304
AHMEDABAD-PATNA,AHMEDABAD,PATNA,67046.0,500.32027,0.069,365
AHMEDABAD-PORBANDAR,AHMEDABAD,PORBANDAR,555.0,0.0,0.0,31
AHMEDABAD-PORT BLAIR,AHMEDABAD,PORT BLAIR,307.0,0.0,0.0,92
AHMEDABAD-PUNE,AHMEDABAD,PUNE,178475.0,456.52509,5.88,365
AHMEDABAD-RAIPUR,AHMEDABAD,RAIPUR,17613.0,54.698,0.765,245
AHMEDABAD-RAJKOT,AHMEDABAD,RAJKOT,0.0,0.0,0.0,31
AHMEDABAD-RANCHI,AHMEDABAD,RANCHI,15927.0,18.9,0.0,245
AHMEDABAD-SHIRDI,AHMEDABAD,SHIRDI,1293.0,0.99199,0.0,153
AHMEDABAD-SRINAGAR,AHMEDABAD,SRINAGAR,117.0,0.0,0.0,31
AHMEDABAD-TRIVANDRUM,AHMEDABAD,TRIVANDRUM,1922.0,2.516,0.0,214
AHMEDABAD-UDAIPUR,AHMEDABAD,UDAIPUR,2373.0,0.0,0.0,182
AHMEDABAD-VARANASI,AHMEDABAD,VARANASI,49209.0,104.11191,0.481,365
AHMEDABAD-VISAKHAPATNAM,AHMEDABAD,VISAKHAPATNAM,4405.0,3.166,0.0,337
AIZAWL-AGARTALA,AIZAWL,AGARTALA,5244.0,0.03,0.0,365
AIZAWL-DELHI,AIZAWL,DELHI,21421.0,17.361,0.0,365
AIZAWL-DIMAPUR,AIZAWL,DIMAPUR,4.0,0.0,0.0,92
AIZAWL-GUWAHATI,AIZAWL,GUWAHATI,50214.0,34.987,4.063000000000001,365
AIZAWL-IMPHAL,AIZAWL,IMPHAL,6011.0,5.563,0.0,335
AIZAWL-KOLKATA,AIZAWL,KOLKATA,66652.0,60.23012,0.0,365
AIZAWL-MUMBAI,AIZAWL,MUMBAI,1761.0,2.094,0.0,365
AIZAWL-SHILLONG,AIZAWL,SHILLONG,4806.0,10.690000000000001,0.0,365
AIZAWL-SILCHAR,AIZAWL,SILCHAR,1.0,0.0,0.0,30
AJMER-AHMEDABAD,AJMER,AHMEDABAD,259.0,0.0,0.0,31
AJMER-DELHI,AJMER,DELHI,12791.0,0.588,0.0,243
AJMER-HYDERABAD,AJMER,HYDERABAD,14517.0,0.0,0.0,243
AJMER-INDORE,AJMER,INDORE,4143.0,0.0,0.0,365
AJMER-JABALPUR,AJMER,JABALPUR,10.0,0.0,0.0,90
AJMER-MUMBAI,AJMER,MUMBAI,7805.0,2.015,0.0,273
AJMER-SURAT,AJMER,SURAT,4509.0,0.0,0.0,365
ALLAHABAD-BENGALURU,ALLAHABAD,BENGALURU,42210.0,2.0170000000000003,1.175,365
ALLAHABAD-BHOPAL,ALLAHABAD,BHOPAL,10025.0,0.008,0.284,365
ALLAHABAD-BHUBANESWAR,ALLAHABAD,BHUBANESWAR,16585.0,0.14,0.981,365
ALLAHABAD-BILASPUR,ALLAHABAD,BILASPUR,5001.0,0.06,0.0,365
ALLAHABAD-CHENNAI,ALLAHABAD,CHENNAI,15.0,0.0,0.0,31
ALLAHABAD-DEHRA DUN,ALLAHABAD,DEHRA DUN,15527.0,0.025,0.0,365
ALLAHABAD-DELHI,ALLAHABAD,DELHI,57556.0,1.566,2.223,365
ALLAHABAD-GORAKHPUR,ALLAHABAD,GORAKHPUR,11756.0,0.002,0.0,365
ALLAHABAD-INDORE,ALLAHABAD,INDORE,17713.0,0.198,0.0,365
ALLAHABAD-JABALPUR,ALLAHABAD,JABALPUR,18.0,0.0,0.0,152
ALLAHABAD-LUCKNOW,ALLAHABAD,LUCKNOW,9034.0,0.159,0.0,306
ALLAHABAD-MUMBAI,ALLAHABAD,MUMBAI,45400.0,2.64,2.606,365
ALLAHABAD-PUNE,ALLAHABAD,PUNE,22580.0,5.938000000000001,0.0,365
ALLAHABAD-RAIPUR,ALLAHABAD,RAIPUR,20649.0,0.007,0.0,365
AMRITSAR-AHMEDABAD,AMRITSAR,AHMEDABAD,13391.0,0.9761,0.0,306
AMRITSAR-BENGALURU,AMRITSAR,BENGALURU,31842.0,92.68799999999999,0.0,365
AMRITSAR-CHANDIGARH,AMRITSAR,CHANDIGARH,702.0,9.46333,0.0,183
AMRITSAR-CHENNAI,AMRITSAR,CHENNAI,1435.0,29.497,0.0,306
AMRITSAR-DABOLIM,AMRITSAR,DABOLIM,15768.0,5.4350000000000005,0.0,276
AMRITSAR-DEHRA DUN,AMRITSAR,DEHRA DUN,91.0,0.004,0.0,92
AMRITSAR-DELHI,AMRITSAR,DELHI,375411.0,456.97172,0.005,365
AMRITSAR-GUWAHATI,AMRITSAR,GUWAHATI,3607.0,0.0,0.0,334
AMRITSAR-HYDERABAD,AMRITSAR,HYDERABAD,2197.0,2.548,0.0,274
AMRITSAR-JAIPUR,AMRITSAR,JAIPUR,8924.0,0.5109,0.0,303
AMRITSAR-JAISALMER,AMRITSAR,JAISALMER,0.0,0.0,0.0,90
AMRITSAR-JAMMU,AMRITSAR,JAMMU,0.0,0.0,0.0,304
AMRITSAR-KOLKATA,AMRITSAR,KOLKATA,50311.0,61.939,1.224,365
AMRITSAR-LUCKNOW,AMRITSAR,LUCKNOW,14584.0,0.878,0.0,306
AMRITSAR-MUMBAI,AMRITSAR,MUMBAI,166917.0,179.03391000000002,0.0,365
AMRITSAR-NANDED,AMRITSAR,NANDED,1342.0,0.0,0.0,90
AMRITSAR-PATNA,AMRITSAR,PATNA,13928.0,14.21512,0.0,334
AMRITSAR-PUNE,AMRITSAR,PUNE,33460.0,38.397,0.112,337
AMRITSAR-RAJKOT,AMRITSAR,RAJKOT,0.0,0.0,0.0,31
AMRITSAR-SRINAGAR,AMRITSAR,SRINAGAR,73918.0,33.7912,0.194,365
AURANGABAD-DELHI,AURANGABAD,DELHI,85002.0,240.3733,2.3780515970515967,365
AURANGABAD-HYDERABAD,AURANGABAD,HYDERABAD,29913.0,2.233,0.0,365
AURANGABAD-MUMBAI,AURANGABAD,MUMBAI,87935.0,72.2363,5.318,365
BAGDOGRA-AHMEDABAD,BAGDOGRA,AHMEDABAD,35579.0,125.40047,0.0,365
BAGDOGRA-BENGALURU,BAGDOGRA,BENGALURU,177121.0,843.20382,8.2235,365
BAGDOGRA-BHUBANESWAR,BAGDOGRA,BHUBANESWAR,0.0,0.0,0.0,62
BAGDOGRA-CHENNAI,BAGDOGRA,CHENNAI,61988.0,184.85292,11.399000000000001,365
BAGDOGRA-DELHI,BAGDOGRA,DELHI,467690.0,1429.22802,38.24725,365
BAGDOGRA-DIBRUGARH,BAGDOGRA,DIBRUGARH,32242.0,20.464,0.0,365
BAGDOGRA-GUWAHATI,BAGDOGRA,GUWAHATI,21664.0,347.28244,0.0,304
BAGDOGRA-HYDERABAD,BAGDOGRA,HYDERABAD,59193.0,290.547,0.0,365
BAGDOGRA-JAIPUR,BAGDOGRA,JAIPUR,5815.0,6.55261,0.0,90
BAGDOGRA-KOLKATA,BAGDOGRA,KOLKATA,320024.0,1152.97398,121.582,365
BAGDOGRA-MUMBAI,BAGDOGRA,MUMBAI,110791.0,510.79256,0.0,365
BAGDOGRA-PATNA,BAGDOGRA,PATNA,0.0,0.0,0.0,59
BAGDOGRA-RANCHI,BAGDOGRA,RANCHI,94.0,0.0,0.0,121
BAGDOGRA-SILCHAR,BAGDOGRA,SILCHAR,133.0,0.40384,0.0,30
BAGDOGRA-SURAT,BAGDOGRA,SURAT,0.0,0.0,0.0,31
BAREILLY-BENGALURU,BAREILLY,BENGALURU,27917.0,0.0,0.0,365
BAREILLY-DELHI,BAREILLY,DELHI,16465.0,0.0,0.0,365
BAREILLY-MUMBAI,BAREILLY,MUMBAI,30641.0,0.0,0.0,365
BELGAUM-AHMEDABAD,BELGAUM,AHMEDABAD,9739.0,0.0,0.0,365
BELGAUM-BENGALURU,BELGAUM,BENGALURU,28451.0,3.559,0.0,365
BELGAUM-DELHI,BELGAUM,DELHI,32170.0,0.89772,0.0,365
BELGAUM-HYDERABAD,BELGAUM,HYDERABAD,35767.0,26.6219,0.0,365
BELGAUM-INDORE,BELGAUM,INDORE,4765.0,0.0,0.0,365
BELGAUM-JODHPUR,BELGAUM,JODHPUR,5750.0,0.0,0.0,365
BELGAUM-MUMBAI,BELGAUM,MUMBAI,29134.0,21.94641,0.0,365
BELGAUM-NAGPUR,BELGAUM,NAGPUR,2249.0,0.0,0.0,275
BELGAUM-NASIK,BELGAUM,NASIK,3887.0,0.0,0.0,304
BELGAUM-PUNE,BELGAUM,PUNE,7747.0,0.0,0.0,304
BELGAUM-SURAT,BELGAUM,SURAT,5024.0,0.0,0.0,365
BELGAUM-TIRUPATI,BELGAUM,TIRUPATI,3740.0,0.0,0.0,365
BENGALURU-AGARTALA,BENGALURU,AGARTALA,42045.0,79.825,9.541,365
BENGALURU-AGATTI ISLAND,BENGALURU,AGATTI ISLAND,273.0,0.5,0.0,365
BENGALURU-AGRA,BENGALURU,AGRA,28259.0,5.406,0.0,365
BENGALURU-AHMEDABAD,BENGALURU,AHMEDABAD,399088.0,3213.42473,121.585,365
BENGALURU-ALLAHABAD,BENGALURU,ALLAHABAD,41509.0,25.334,21.416,365
BENGALURU-AMRITSAR,BENGALURU,AMRITSAR,33012.0,37.668,31.990000000000002,365
BENGALURU-BAGDOGRA,BENGALURU,BAGDOGRA,167176.0,913.7905099999999,42.5715,365
BENGALURU-BAREILLY,BENGALURU,BAREILLY,27038.0,3.669,0.0,365
BENGALURU-BELGAUM,BENGALURU,BELGAUM,27523.0,3.455,0.0,365
BENGALURU-BHOPAL,BENGALURU,BHOPAL,45554.0,200.811,46.544,365
BENGALURU-BHUBANESWAR,BENGALURU,BHUBANESWAR,258360.0,1181.18426,160.4645,365
BENGALURU-BIDAR ,BENGALURU,BIDAR ,419.0,0.0,0.0,30
"BENGALURU-BIDAR AIRPORT, KARNATAKA",BENGALURU,"BIDAR AIRPORT, KARNATAKA",3131.0,0.0,0.0,212
BENGALURU-CHANDIGARH,BENGALURU,CHANDIGARH,177571.0,1372.823,114.78378,365
BENGALURU-CHENNAI,BENGALURU,CHENNAI,438141.0,6970.24713,171.284,365
BENGALURU-COIMBATORE,BENGALURU,COIMBATORE,128240.0,213.03300000000002,0.35100000000000003,365
BENGALURU-DABOLIM,BENGALURU,DABOLIM,473743.0,332.4053,16.8433,365
BENGALURU-DARBHANGA,BENGALURU,DARBHANGA,78676.0,341.74812,0.0,365
BENGALURU-DEHRA DUN,BENGALURU,DEHRA DUN,67547.0,45.751,35.08,365
BENGALURU-DELHI,BENGALURU,DELHI,1958067.0,26649.84497,440.2985980399546,365
BENGALURU-DIBRUGARH,BENGALURU,DIBRUGARH,2373.0,2.084,0.0,62
BENGALURU-DIMAPUR,BENGALURU,DIMAPUR,11194.0,18.535,0.003,365
BENGALURU-DURGAPUR,BENGALURU,DURGAPUR,47815.0,337.905,0.0,365
BENGALURU-GORAKHPUR,BENGALURU,GORAKHPUR,14010.0,15.548,0.0,365
BENGALURU-GUWAHATI,BENGALURU,GUWAHATI,245868.0,1795.55148,188.5256,365
BENGALURU-GWALIOR,BENGALURU,GWALIOR,26010.0,62.22721000000001,0.0,365
BENGALURU-HUBLI,BENGALURU,HUBLI,51928.0,7.855,11.81,365
BENGALURU-HYDERABAD,BENGALURU,HYDERABAD,741059.0,1423.23053,306.4385,365
BENGALURU-IMPHAL,BENGALURU,IMPHAL,7753.0,32.41,0.0,365
BENGALURU-INDORE,BENGALURU,INDORE,130361.0,938.552,62.157,365
BENGALURU-JABALPUR,BENGALURU,JABALPUR,21053.0,70.75069,0.0,334
BENGALURU-JAIPUR,BENGALURU,JAIPUR,247617.0,1361.87188,131.8587,365
BENGALURU-JAISALMER,BENGALURU,JAISALMER,47.0,0.0,0.0,31
BENGALURU-JAMMU,BENGALURU,JAMMU,6484.0,3.463,0.0,306
BENGALURU-JAMNAGAR,BENGALURU,JAMNAGAR,5542.0,0.0,0.0,365
BENGALURU-JHARSUGUDA,BENGALURU,JHARSUGUDA,13632.0,1.53478,0.0,243
BENGALURU-JODHPUR,BENGALURU,JODHPUR,41451.0,15.313,16.552,365
BENGALURU-JORHAT,BENGALURU,JORHAT,6581.0,3.986,0.0,365
BENGALURU-KADAPA,BENGALURU,KADAPA,1879.0,0.593,0.0,306
BENGALURU-KALABURAGI,BENGALURU,KALABURAGI,33413.0,0.069012,0.0,365
BENGALURU-KANNUR,BENGALURU,KANNUR,39151.0,39.833,0.0,365
BENGALURU-KANPUR,BENGALURU,KANPUR,32704.0,8.039,0.0,365
BENGALURU-KOCHI,BENGALURU,KOCHI,571403.0,1479.02846,138.269,365
BENGALURU-KOLHAPUR,BENGALURU,KOLHAPUR,5323.0,0.0,0.0,273
BENGALURU-KOLKATA,BENGALURU,KOLKATA,838989.0,6532.54542,257.6889,365
BENGALURU-KOZHIKODE,BENGALURU,KOZHIKODE,40425.0,78.115,15.406,365
BENGALURU-KURNOOL,BENGALURU,KURNOOL,4785.0,2.191,0.0,365
BENGALURU-LUCKNOW,BENGALURU,LUCKNOW,243948.0,1362.14428,210.663,365
BENGALURU-MADURAI,BENGALURU,MADURAI,65550.0,13.519,46.733,365
BENGALURU-MANGALORE,BENGALURU,MANGALORE,228638.0,138.54081,50.541000000000004,365
BENGALURU-MUMBAI,BENGALURU,MUMBAI,1528815.0,13419.38919,202.22896,365
BENGALURU-MYSORE,BENGALURU,MYSORE,4035.0,12.53,0.0,335
BENGALURU-NAGPUR,BENGALURU,NAGPUR,129708.0,633.5889999999999,60.403,365
BENGALURU-NASIK,BENGALURU,NASIK,374.0,0.0,0.0,92
BENGALURU-PATNA,BENGALURU,PATNA,245796.0,1608.99538,77.557,365
BENGALURU-PONDICHERRY,BENGALURU,PONDICHERRY,11444.0,0.43638,0.0,306
BENGALURU-PORT BLAIR,BENGALURU,PORT BLAIR,77710.0,419.75072,8.172,365
BENGALURU-PUNE,BENGALURU,PUNE,601412.0,2949.39854,84.2545,365
BENGALURU-RAIPUR,BENGALURU,RAIPUR,100020.0,353.999,59.958,365
BENGALURU-RAJAHMUNDRY,BENGALURU,RAJAHMUNDRY,38940.0,4.098,0.005,365
BENGALURU-RAJKOT,BENGALURU,RAJKOT,43377.0,33.922000000000004,0.0,365
BENGALURU-RANCHI,BENGALURU,RANCHI,187443.0,742.27203,74.56726,365
BENGALURU-SHIRDI,BENGALURU,SHIRDI,72886.0,28.499299999999998,0.0,365
BENGALURU-SILCHAR,BENGALURU,SILCHAR,2651.0,0.609,0.0,154
BENGALURU-SRINAGAR,BENGALURU,SRINAGAR,18201.0,15.71,0.0,365
BENGALURU-SURAT,BENGALURU,SURAT,64747.0,314.995,16.859,365
BENGALURU-TIRUCHIRAPALLY,BENGALURU,TIRUCHIRAPALLY,45078.0,7.178,13.562,365
BENGALURU-TIRUPATI,BENGALURU,TIRUPATI,22145.0,2.866,5.359,365
BENGALURU-TRIVANDRUM,BENGALURU,TRIVANDRUM,188317.0,201.6467,39.981,365
BENGALURU-TUTICORIN,BENGALURU,TUTICORIN,18476.0,1.735,0.0,365
BENGALURU-UDAIPUR,BENGALURU,UDAIPUR,40011.0,18.225,0.0,365
BENGALURU-VADODARA,BENGALURU,VADODARA,59933.0,135.609,50.943,365
BENGALURU-VARANASI,BENGALURU,VARANASI,143323.0,467.18366000000003,88.152,365
BENGALURU-VIDYANAGAR,BENGALURU,VIDYANAGAR,2396.0,1.25,0.0,120
BENGALURU-VIJAYAWADA,BENGALURU,VIJAYAWADA,96006.0,49.114,92.30499999999999,365
BENGALURU-VISAKHAPATNAM,BENGALURU,VISAKHAPATNAM,201494.0,787.58275,107.64182,365
BHAVNAGAR-MUMBAI,BHAVNAGAR,MUMBAI,17721.0,0.0,0.0,365
BHAVNAGAR-PUNE,BHAVNAGAR,PUNE,9434.0,28.71709,0.0,245
BHAVNAGAR-SURAT,BHAVNAGAR,SURAT,87.0,0.0,0.0,31
BHOPAL-AGRA,BHOPAL,AGRA,3639.0,0.043000000000000003,0.0,365
BHOPAL-AHMEDABAD,BHOPAL,AHMEDABAD,22274.0,0.049,8.432,365
BHOPAL-ALLAHABAD,BHOPAL,ALLAHABAD,10353.0,0.015000000000000001,11.924,365
BHOPAL-BENGALURU,BHOPAL,BENGALURU,49042.0,37.134,21.702,365
BHOPAL-BILASPUR,BHOPAL,BILASPUR,13.0,0.0,0.0,31
BHOPAL-CHENNAI,BHOPAL,CHENNAI,4606.0,0.122,0.934,184
BHOPAL-DELHI,BHOPAL,DELHI,219480.0,148.4025,126.96164041316979,365
BHOPAL-GWALIOR,BHOPAL,GWALIOR,1.0,0.0,0.0,59
BHOPAL-HYDERABAD,BHOPAL,HYDERABAD,27509.0,0.21,10.959999999999999,365
BHOPAL-INDORE,BHOPAL,INDORE,107.0,0.0,0.0,61
BHOPAL-KOCHI,BHOPAL,KOCHI,6761.0,1.2890000000000001,4.894,365
BHOPAL-LUCKNOW,BHOPAL,LUCKNOW,327.0,0.0,0.0,59
BHOPAL-MUMBAI,BHOPAL,MUMBAI,150985.0,93.7876,35.43,365
BHOPAL-NAGPUR,BHOPAL,NAGPUR,0.0,0.0,0.0,31
BHOPAL-PUNE,BHOPAL,PUNE,10289.0,0.02,0.02615600186828585,212
BHOPAL-RAIPUR,BHOPAL,RAIPUR,17760.0,0.028999999999999998,7.392,365
BHOPAL-SURAT,BHOPAL,SURAT,61.0,0.0,0.0,28
BHOPAL-UDAIPUR,BHOPAL,UDAIPUR,1242.0,0.0,0.0,61
BHUBANESWAR-AGARTALA,BHUBANESWAR,AGARTALA,90.0,0.0,0.0,61
